,Concentration,Sensor,Alcohol,Readings
841,0.2,0.33,1-Propanol,-39.88
842,0.3,0.33,1-Propanol,-84.22
843,0.3,0.33,1-Propanol,-57.58
844,0.4,0.33,1-Propanol,-105.32
845,0.4,0.33,1-Propanol,-73.36
846,0.5,0.33,1-Propanol,-122.59
847,0.5,0.33,1-Propanol,-88.28
848,0.6,0.33,1-Propanol,-146.99
849,0.6,0.33,1-Propanol,-109.52
850,0.2,0.33,2-Butanol,-59.41
851,0.2,0.33,2-Butanol,-61.86
852,0.3,0.33,2-Butanol,-91.65
853,0.3,0.33,2-Butanol,-81.02
854,0.4,0.33,2-Butanol,-131.05
855,0.4,0.33,2-Butanol,-105.51
856,0.5,0.33,2-Butanol,-165.68
857,0.5,0.33,2-Butanol,-126.3
858,0.6,0.33,2-Butanol,-207.16
859,0.6,0.33,2-Butanol,-153.44
860,0.2,0.33,2-Butanol,-61.16
861,0.2,0.33,2-Butanol,-62.92
862,0.3,0.33,2-Butanol,-93.55
863,0.3,0.33,2-Butanol,-82.39
864,0.4,0.33,2-Butanol,-133.11
865,0.4,0.33,2-Butanol,-107.27
866,0.5,0.33,2-Butanol,-168.62
867,0.5,0.33,2-Butanol,-128.94
868,0.6,0.33,2-Butanol,-210.85
869,0.6,0.33,2-Butanol,-157.01
870,0.2,0.33,2-Butanol,-61.8
871,0.2,0.33,2-Butanol,-62.99
872,0.3,0.33,2-Butanol,-94.15
873,0.3,0.33,2-Butanol,-82.45
874,0.4,0.33,2-Butanol,-133.24
875,0.4,0.33,2-Butanol,-107.15
876,0.5,0.33,2-Butanol,-165.33
877,0.5,0.33,2-Butanol,-126.55
878,0.6,0.33,2-Butanol,-204.6
879,0.6,0.33,2-Butanol,-152.81
880,0.2,0.33,2-Butanol,-61.94
881,0.2,0.33,2-Butanol,-62.78
882,0.3,0.33,2-Butanol,-94.46
883,0.3,0.33,2-Butanol,-82.39
884,0.4,0.33,2-Butanol,-131.54
885,0.4,0.33,2-Butanol,-105.6
886,0.5,0.33,2-Butanol,-160.74
887,0.5,0.33,2-Butanol,-123.08
888,0.6,0.33,2-Butanol,-195.49
889,0.6,0.33,2-Butanol,-146.26
890,0.2,0.33,2-Butanol,-62.34
891,0.2,0.33,2-Butanol,-61.87
892,0.3,0.33,2-Butanol,-95.09
893,0.3,0.33,2-Butanol,-81.53
894,0.4,0.33,2-Butanol,-128.23
895,0.4,0.33,2-Butanol,-102.05
896,0.5,0.33,2-Butanol,-156.31
897,0.5,0.33,2-Butanol,-119.71
898,0.6,0.33,2-Butanol,-187.95
899,0.6,0.33,2-Butanol,-140.79
900,0.2,0.33,2-propanol,-44.1
901,0.2,0.33,2-propanol,-35.02
902,0.3,0.33,2-propanol,-66.13
903,0.3,0.33,2-propanol,-50.43
904,0.4,0.33,2-propanol,-90.29
905,0.4,0.33,2-propanol,-68.0
906,0.5,0.33,2-propanol,-101.74
907,0.5,0.33,2-propanol,-76.53
908,0.6,0.33,2-propanol,-117.67
909,0.6,0.33,2-propanol,-88.63
910,0.2,0.33,2-propanol,-44.67
911,0.2,0.33,2-propanol,-35.39
912,0.3,0.33,2-propanol,-66.62
913,0.3,0.33,2-propanol,-50.84
914,0.4,0.33,2-propanol,-84.41
915,0.4,0.33,2-propanol,-63.94
916,0.5,0.33,2-propanol,-97.11
917,0.5,0.33,2-propanol,-73.35
918,0.6,0.33,2-propanol,-111.06
919,0.6,0.33,2-propanol,-83.98
920,0.2,0.33,2-propanol,-44.5
921,0.2,0.33,2-propanol,-35.27
922,0.3,0.33,2-propanol,-66.6
923,0.3,0.33,2-propanol,-50.98
924,0.4,0.33,2-propanol,-80.79
925,0.4,0.33,2-propanol,-61.24
926,0.5,0.33,2-propanol,-93.34
927,0.5,0.33,2-propanol,-70.67
928,0.6,0.33,2-propanol,-106.18
929,0.6,0.33,2-propanol,-80.45
930,0.2,0.33,2-propanol,-44.34
931,0.2,0.33,2-propanol,-34.97
932,0.3,0.33,2-propanol,-66.58
933,0.3,0.33,2-propanol,-50.93
934,0.4,0.33,2-propanol,-78.07
935,0.4,0.33,2-propanol,-59.27
936,0.5,0.33,2-propanol,-89.95
937,0.5,0.33,2-propanol,-68.18
938,0.6,0.33,2-propanol,-101.46
939,0.6,0.33,2-propanol,-77.06
940,0.2,0.33,2-propanol,-44.8
941,0.2,0.33,2-propanol,-35.17
942,0.3,0.33,2-propanol,-66.2
943,0.3,0.33,2-propanol,-50.42
944,0.4,0.33,2-propanol,-76.8
945,0.4,0.33,2-propanol,-58.26
946,0.5,0.33,2-propanol,-87.09
947,0.5,0.33,2-propanol,-65.55
948,0.6,0.33,2-propanol,-98.14
949,0.6,0.33,2-propanol,-73.89
950,0.2,0.33,1-isobutanol,-52.22
951,0.2,0.33,1-isobutanol,-41.67
952,0.3,0.33,1-isobutanol,-75.74
953,0.3,0.33,1-isobutanol,-57.7
954,0.4,0.33,1-isobutanol,-109.1
955,0.4,0.33,1-isobutanol,-83.42
956,0.5,0.33,1-isobutanol,-149.62
957,0.5,0.33,1-isobutanol,-114.96
958,0.6,0.33,1-isobutanol,-197.35
959,0.6,0.33,1-isobutanol,-151.92
960,0.2,0.33,1-isobutanol,-54.15
961,0.2,0.33,1-isobutanol,-42.91
962,0.3,0.33,1-isobutanol,-77.43
963,0.3,0.33,1-isobutanol,-59.33
964,0.4,0.33,1-isobutanol,-112.04
965,0.4,0.33,1-isobutanol,-86.16
966,0.5,0.33,1-isobutanol,-155.04
967,0.5,0.33,1-isobutanol,-119.56
968,0.6,0.33,1-isobutanol,-205.77
969,0.6,0.33,1-isobutanol,-159.3
970,0.2,0.33,1-isobutanol,-54.72
971,0.2,0.33,1-isobutanol,-43.04
972,0.3,0.33,1-isobutanol,-78.19
973,0.3,0.33,1-isobutanol,-60.05
974,0.4,0.33,1-isobutanol,-113.36
975,0.4,0.33,1-isobutanol,-87.5
976,0.5,0.33,1-isobutanol,-157.68
977,0.5,0.33,1-isobutanol,-121.95
978,0.6,0.33,1-isobutanol,-207.96
979,0.6,0.33,1-isobutanol,-161.6
980,0.2,0.33,1-isobutanol,-54.54
981,0.2,0.33,1-isobutanol,-42.61
982,0.3,0.33,1-isobutanol,-78.67
983,0.3,0.33,1-isobutanol,-60.59
984,0.4,0.33,1-isobutanol,-114.31
985,0.4,0.33,1-isobutanol,-88.44
986,0.5,0.33,1-isobutanol,-158.35
987,0.5,0.33,1-isobutanol,-122.77
988,0.6,0.33,1-isobutanol,-207.15
989,0.6,0.33,1-isobutanol,-161.37
990,0.2,0.33,1-isobutanol,-54.47
991,0.2,0.33,1-isobutanol,-41.87
992,0.3,0.33,1-isobutanol,-79.15
993,0.3,0.33,1-isobutanol,-60.58
994,0.4,0.33,1-isobutanol,-115.72
995,0.4,0.33,1-isobutanol,-89.26
996,0.5,0.33,1-isobutanol,-159.23
997,0.5,0.33,1-isobutanol,-122.95
998,0.6,0.33,1-isobutanol,-200.98
999,0.6,0.33,1-isobutanol,-157.18
1000,0.2,0.0,1-Octanol,-9.4
1001,0.2,0.0,1-Octanol,-7.95
1002,0.3,0.0,1-Octanol,-21.44
1003,0.3,0.0,1-Octanol,-17.46
1004,0.4,0.0,1-Octanol,-34.39
1005,0.4,0.0,1-Octanol,-27.35
1006,0.5,0.0,1-Octanol,-48.61
1007,0.5,0.0,1-Octanol,-39.91
1008,0.6,0.0,1-Octanol,-63.62
1009,0.6,0.0,1-Octanol,-53.14
1010,0.2,0.0,1-Octanol,-13.18
1011,0.2,0.0,1-Octanol,-12.01
1012,0.3,0.0,1-Octanol,-26.46
1013,0.3,0.0,1-Octanol,-22.75
1014,0.4,0.0,1-Octanol,-41.48
1015,0.4,0.0,1-Octanol,-34.6
1016,0.5,0.0,1-Octanol,-56.74
1017,0.5,0.0,1-Octanol,-48.68
1018,0.6,0.0,1-Octanol,-73.45
1019,0.6,0.0,1-Octanol,-63.17
1020,0.2,0.0,1-Octanol,-18.61
1021,0.2,0.0,1-Octanol,-16.29
1022,0.3,0.0,1-Octanol,-32.84
1023,0.3,0.0,1-Octanol,-28.72
1024,0.4,0.0,1-Octanol,-49.32
1025,0.4,0.0,1-Octanol,-42.29
1026,0.5,0.0,1-Octanol,-65.87
1027,0.5,0.0,1-Octanol,-57.89
1028,0.6,0.0,1-Octanol,-84.45
1029,0.6,0.0,1-Octanol,-73.99
1030,0.2,0.0,1-Octanol,-21.88
1031,0.2,0.0,1-Octanol,-19.81
1032,0.3,0.0,1-Octanol,-38.18
1033,0.3,0.0,1-Octanol,-33.77
1034,0.4,0.0,1-Octanol,-56.27
1035,0.4,0.0,1-Octanol,-48.93
1036,0.5,0.0,1-Octanol,-74.09
1037,0.5,0.0,1-Octanol,-65.99
1038,0.6,0.0,1-Octanol,-92.61
1039,0.6,0.0,1-Octanol,-83.37
1040,0.2,0.0,1-Octanol,-24.84
1041,0.2,0.0,1-Octanol,-22.36
1042,0.3,0.0,1-Octanol,-42.61
1043,0.3,0.0,1-Octanol,-37.94
1044,0.4,0.0,1-Octanol,-60.47
1045,0.4,0.0,1-Octanol,-53.86
1046,0.5,0.0,1-Octanol,-80.67
1047,0.5,0.0,1-Octanol,-72.62
1048,0.6,0.0,1-Octanol,-101.14
1049,0.6,0.0,1-Octanol,-91.33
1050,0.2,0.0,1-Propanol,-48.45
1051,0.2,0.0,1-Propanol,-56.17
1052,0.3,0.0,1-Propanol,-94.77
1053,0.3,0.0,1-Propanol,-87.56
1054,0.4,0.0,1-Propanol,-144.2
1055,0.4,0.0,1-Propanol,-125.19
1056,0.5,0.0,1-Propanol,-203.85
1057,0.5,0.0,1-Propanol,-167.42
1058,0.6,0.0,1-Propanol,-263.8
1059,0.6,0.0,1-Propanol,-218.03
1060,0.2,0.0,1-Propanol,-52.71
1061,0.2,0.0,1-Propanol,-59.26
1062,0.3,0.0,1-Propanol,-98.57
1063,0.3,0.0,1-Propanol,-89.2
1064,0.4,0.0,1-Propanol,-149.15
1065,0.4,0.0,1-Propanol,-126.75
1066,0.5,0.0,1-Propanol,-206.98
1067,0.5,0.0,1-Propanol,-169.59
1068,0.6,0.0,1-Propanol,-269.29
1069,0.6,0.0,1-Propanol,-220.77
1070,0.2,0.0,1-Propanol,-57.09
1071,0.2,0.0,1-Propanol,-60.88
1072,0.3,0.0,1-Propanol,-100.87
1073,0.3,0.0,1-Propanol,-90.63
1074,0.4,0.0,1-Propanol,-153.09
1075,0.4,0.0,1-Propanol,-127.88
1076,0.5,0.0,1-Propanol,-210.05
1077,0.5,0.0,1-Propanol,-170.99
1078,0.6,0.0,1-Propanol,-274.14
1079,0.6,0.0,1-Propanol,-222.0
1080,0.2,0.0,1-Propanol,-60.23
1081,0.2,0.0,1-Propanol,-61.76
1082,0.3,0.0,1-Propanol,-106.92
1083,0.3,0.0,1-Propanol,-91.52
1084,0.4,0.0,1-Propanol,-157.94
1085,0.4,0.0,1-Propanol,-128.49
1086,0.5,0.0,1-Propanol,-210.78
1087,0.5,0.0,1-Propanol,-171.39
1088,0.6,0.0,1-Propanol,-274.14
1089,0.6,0.0,1-Propanol,-221.0
1090,0.2,0.0,1-Propanol,-62.88
1091,0.2,0.0,1-Propanol,-62.89
1092,0.3,0.0,1-Propanol,-108.56
1093,0.3,0.0,1-Propanol,-93.26
1094,0.4,0.0,1-Propanol,-157.61
1095,0.4,0.0,1-Propanol,-129.42
1096,0.5,0.0,1-Propanol,-214.45
1097,0.5,0.0,1-Propanol,-171.58
1098,0.6,0.0,1-Propanol,-277.29
1099,0.6,0.0,1-Propanol,-219.58
1100,0.2,0.0,2-Butanol,-62.12
1101,0.2,0.0,2-Butanol,-65.95
1102,0.3,0.0,2-Butanol,-111.79
1103,0.3,0.0,2-Butanol,-109.16
1104,0.4,0.0,2-Butanol,-171.12
1105,0.4,0.0,2-Butanol,-155.86
1106,0.5,0.0,2-Butanol,-223.76
1107,0.5,0.0,2-Butanol,-209.93
1108,0.6,0.0,2-Butanol,-288.01
1109,0.6,0.0,2-Butanol,-269.96
1110,0.2,0.0,2-Butanol,-74.65
1111,0.2,0.0,2-Butanol,-68.38
1112,0.3,0.0,2-Butanol,-116.27
1113,0.3,0.0,2-Butanol,-109.51
1114,0.4,0.0,2-Butanol,-173.44
1115,0.4,0.0,2-Butanol,-157.52
1116,0.5,0.0,2-Butanol,-228.82
1117,0.5,0.0,2-Butanol,-212.0
1118,0.6,0.0,2-Butanol,-292.81
1119,0.6,0.0,2-Butanol,-272.04
1120,0.2,0.0,2-Butanol,-80.61
1121,0.2,0.0,2-Butanol,-69.71
1122,0.3,0.0,2-Butanol,-119.26
1123,0.3,0.0,2-Butanol,-110.41
1124,0.4,0.0,2-Butanol,-175.38
1125,0.4,0.0,2-Butanol,-158.87
1126,0.5,0.0,2-Butanol,-231.08
1127,0.5,0.0,2-Butanol,-213.05
1128,0.6,0.0,2-Butanol,-296.68
1129,0.6,0.0,2-Butanol,-271.47
1130,0.2,0.0,2-Butanol,-81.01
1131,0.2,0.0,2-Butanol,-70.72
1132,0.3,0.0,2-Butanol,-126.52
1133,0.3,0.0,2-Butanol,-110.98
1134,0.4,0.0,2-Butanol,-183.94
1135,0.4,0.0,2-Butanol,-159.84
1136,0.5,0.0,2-Butanol,-230.44
1137,0.5,0.0,2-Butanol,-213.17
1138,0.6,0.0,2-Butanol,-294.04
1139,0.6,0.0,2-Butanol,-269.0
1140,0.2,0.0,2-Butanol,-86.34
1141,0.2,0.0,2-Butanol,-71.04
1142,0.3,0.0,2-Butanol,-129.71
1143,0.3,0.0,2-Butanol,-112.33
1144,0.4,0.0,2-Butanol,-182.08
1145,0.4,0.0,2-Butanol,-160.74
1146,0.5,0.0,2-Butanol,-229.94
1147,0.5,0.0,2-Butanol,-211.24
1148,0.6,0.0,2-Butanol,-294.2
1149,0.6,0.0,2-Butanol,-266.83
1150,0.2,0.0,2-propanol,-60.65
1151,0.2,0.0,2-propanol,-56.38
1152,0.3,0.0,2-propanol,-105.31
1153,0.3,0.0,2-propanol,-86.28
1154,0.4,0.0,2-propanol,-148.3
1155,0.4,0.0,2-propanol,-117.76
1156,0.5,0.0,2-propanol,-180.36
1157,0.5,0.0,2-propanol,-137.76
1158,0.6,0.0,2-propanol,-219.73
1159,0.6,0.0,2-propanol,-164.51
1160,0.2,0.0,2-propanol,-62.54
1161,0.2,0.0,2-propanol,-56.68
1162,0.3,0.0,2-propanol,-104.33
1163,0.3,0.0,2-propanol,-85.74
1164,0.4,0.0,2-propanol,-147.54
1165,0.4,0.0,2-propanol,-114.04
1166,0.5,0.0,2-propanol,-182.08
1167,0.5,0.0,2-propanol,-133.1
1168,0.6,0.0,2-propanol,-217.25
1169,0.6,0.0,2-propanol,-159.49
1170,0.2,0.0,2-propanol,-66.37
1171,0.2,0.0,2-propanol,-57.25
1172,0.3,0.0,2-propanol,-104.69
1173,0.3,0.0,2-propanol,-85.93
1174,0.4,0.0,2-propanol,-150.89
1175,0.4,0.0,2-propanol,-109.68
1176,0.5,0.0,2-propanol,-178.98
1177,0.5,0.0,2-propanol,-129.79
1178,0.6,0.0,2-propanol,-211.37
1179,0.6,0.0,2-propanol,-155.89
1180,0.2,0.0,2-propanol,-69.99
1181,0.2,0.0,2-propanol,-57.49
1182,0.3,0.0,2-propanol,-109.66
1183,0.3,0.0,2-propanol,-86.03
1184,0.4,0.0,2-propanol,-149.9
1185,0.4,0.0,2-propanol,-106.5
1186,0.5,0.0,2-propanol,-186.32
1187,0.5,0.0,2-propanol,-127.54
1188,0.6,0.0,2-propanol,-213.69
1189,0.6,0.0,2-propanol,-153.26
1190,0.2,0.0,2-propanol,-69.99
1191,0.2,0.0,2-propanol,-58.49
1192,0.3,0.0,2-propanol,-110.79
1193,0.3,0.0,2-propanol,-86.69
1194,0.4,0.0,2-propanol,-153.44
1195,0.4,0.0,2-propanol,-104.72
1196,0.5,0.0,2-propanol,-183.04
1197,0.5,0.0,2-propanol,-126.16
1198,0.6,0.0,2-propanol,-210.51
1199,0.6,0.0,2-propanol,-150.14
1200,0.2,0.0,1-isobutanol,-54.35
1201,0.2,0.0,1-isobutanol,-56.09
1202,0.3,0.0,1-isobutanol,-88.23
1203,0.3,0.0,1-isobutanol,-90.54
1204,0.4,0.0,1-isobutanol,-128.65
1205,0.4,0.0,1-isobutanol,-132.19
1206,0.5,0.0,1-isobutanol,-173.71
1207,0.5,0.0,1-isobutanol,-179.36
1208,0.6,0.0,1-isobutanol,-231.3
1209,0.6,0.0,1-isobutanol,-239.19
1210,0.2,0.0,1-isobutanol,-56.14
1211,0.2,0.0,1-isobutanol,-57.35
1212,0.3,0.0,1-isobutanol,-90.74
1213,0.3,0.0,1-isobutanol,-92.6
1214,0.4,0.0,1-isobutanol,-132.16
1215,0.4,0.0,1-isobutanol,-135.36
1216,0.5,0.0,1-isobutanol,-178.79
1217,0.5,0.0,1-isobutanol,-183.93
1218,0.6,0.0,1-isobutanol,-239.06
1219,0.6,0.0,1-isobutanol,-246.53
1220,0.2,0.0,1-isobutanol,-57.71
1221,0.2,0.0,1-isobutanol,-58.37
1222,0.3,0.0,1-isobutanol,-92.83
1223,0.3,0.0,1-isobutanol,-93.91
1224,0.4,0.0,1-isobutanol,-134.83
1225,0.4,0.0,1-isobutanol,-137.56
1226,0.5,0.0,1-isobutanol,-182.33
1227,0.5,0.0,1-isobutanol,-187.16
1228,0.6,0.0,1-isobutanol,-243.12
1229,0.6,0.0,1-isobutanol,-250.3
1230,0.2,0.0,1-isobutanol,-58.36
1231,0.2,0.0,1-isobutanol,-58.92
1232,0.3,0.0,1-isobutanol,-94.31
1233,0.3,0.0,1-isobutanol,-95.13
1234,0.4,0.0,1-isobutanol,-136.44
1235,0.4,0.0,1-isobutanol,-138.96
1236,0.5,0.0,1-isobutanol,-184.7
1237,0.5,0.0,1-isobutanol,-189.32
1238,0.6,0.0,1-isobutanol,-246.15
1239,0.6,0.0,1-isobutanol,-252.8
1240,0.2,0.0,1-isobutanol,-59.0
1241,0.2,0.0,1-isobutanol,-59.26
1242,0.3,0.0,1-isobutanol,-94.97
1243,0.3,0.0,1-isobutanol,-95.51
1244,0.4,0.0,1-isobutanol,-137.28
1245,0.4,0.0,1-isobutanol,-139.36
1246,0.5,0.0,1-isobutanol,-186.98
1247,0.5,0.0,1-isobutanol,-191.19
1248,0.6,0.0,1-isobutanol,-248.98
1249,0.6,0.0,1-isobutanol,-255.23
